idx,seconds,feat__type,hog__block_norm,hog__cells_per_block,hog__orientations,hog__pixels_per_cell,pca__n_components,svm__C,mean_accuracy,fold_scores,fold_mean,fold_std,sift__contrastThreshold,sift__edgeThreshold,sift__n_features,sift__sigma
603,13603.254097938538,sift,,,,,256,4.0,0.7502395783421179,"[0.7526353617632966, 0.7478437949209391]",0.7502395783421179,0.002395783421178743,0.04,5.0,1000.0,1.2
604,17044.125186920166,sift,,,,,256,0.002,0.7258025874460949,"[0.7280785816962146, 0.7235265931959751]",0.7258025874460949,0.0022759942501197616,0.04,5.0,1000.0,1.6
605,19299.654818058014,sift,,,,,256,0.25,0.7314925730713944,"[0.7317920459990417, 0.731193100143747]",0.7314925730713944,0.00029947292764731515,0.04,5.0,1000.0,1.6
606,14441.057164907455,sift,,,,,256,1.0,0.731312889314806,"[0.7316722568279828, 0.7309535218016291]",0.731312889314806,0.0003593675131768337,0.04,5.0,1000.0,1.6
607,7080.227484226227,sift,,,,,256,4.0,0.7311332055582176,"[0.7315524676569238, 0.7307139434595112]",0.7311332055582176,0.0004192620987062967,0.04,5.0,1000.0,1.6
608,18543.92288708687,sift,,,,,256,0.002,0.7237062769525635,"[0.7265213224724485, 0.7208912314326785]",0.7237062769525635,0.0028150455198849844,0.04,5.0,1000.0,1.8
609,16229.098336935043,sift,,,,,256,0.25,0.7278390033540968,"[0.7278390033540968, 0.7278390033540968]",0.7278390033540968,0.0,0.04,5.0,1000.0,1.8
610,18812.113128900528,sift,,,,,256,1.0,0.7275994250119789,"[0.7279587925251557, 0.7272400574988022]",0.7275994250119789,0.0003593675131767782,0.04,5.0,1000.0,1.8
611,14944.972717046738,sift,,,,,256,4.0,0.7277192141830379,"[0.7280785816962146, 0.7273598466698611]",0.7277192141830379,0.0003593675131767782,0.04,5.0,1000.0,1.8
612,10457.431505918503,sift,,,,,256,0.002,0.7644345951126018,"[0.764973646382367, 0.7638955438428366]",0.7644345951126018,0.0005390512697651673,0.04,10.0,0.0,1.2
613,192.6071698665619,sift,,,,,256,0.25,0.7700646861523719,"[0.7722807858169621, 0.7678485864877815]",0.7700646861523719,0.0022160996645902986,0.04,10.0,0.0,1.2
614,6703.440513134003,sift,,,,,256,1.0,0.7695256348826066,"[0.7719214183037854, 0.7671298514614279]",0.7695256348826066,0.002395783421178743,0.04,10.0,0.0,1.2
615,12527.476026058197,sift,,,,,256,4.0,0.7694657402970771,"[0.7718016291327264, 0.7671298514614279]",0.7694657402970771,0.00233588883564928,0.04,10.0,0.0,1.2
616,17436.079930782318,sift,,,,,256,0.002,0.7522160996645904,"[0.7522759942501198, 0.7521562050790609]",0.7522160996645904,5.989458552946303e-05,0.04,10.0,0.0,1.6
617,20308.73172187805,sift,,,,,256,0.25,0.7591039770004792,"[0.7546717776712986, 0.7635361763296598]",0.7591039770004792,0.004432199329180597,0.04,10.0,0.0,1.6
618,18779.910831928253,sift,,,,,256,1.0,0.759583133684715,"[0.7553905126976521, 0.7637757546717777]",0.759583133684715,0.004192620987062801,0.04,10.0,0.0,1.6
619,17233.27637028694,sift,,,,,256,4.0,0.7595232390991855,"[0.7551509343555343, 0.7638955438428366]",0.7595232390991855,0.00437230474365119,0.04,10.0,0.0,1.6
620,16463.5750541687,sift,,,,,256,0.002,0.7487422137038812,"[0.7478437949209391, 0.7496406324868232]",0.7487422137038812,0.0008984187829420565,0.04,10.0,0.0,1.8
621,19270.37583065033,sift,,,,,256,0.25,0.7553306181121227,"[0.7534738859607092, 0.7571873502635362]",0.7553306181121227,0.0018567321514135204,0.04,10.0,0.0,1.8
622,20579.39174389839,sift,,,,,256,1.0,0.7554504072831816,"[0.753713464302827, 0.7571873502635362]",0.7554504072831816,0.0017369429803545944,0.04,10.0,0.0,1.8
623,18802.10192990303,sift,,,,,256,4.0,0.755510301868711,"[0.7539530426449449, 0.7570675610924772]",0.755510301868711,0.0015572592237661498,0.04,10.0,0.0,1.8
624,14915.717081785202,sift,,,,,256,0.002,0.7644345951126018,"[0.764973646382367, 0.7638955438428366]",0.7644345951126018,0.0005390512697651673,0.04,10.0,600.0,1.2
625,255.83326292037964,sift,,,,,256,0.25,0.7700646861523719,"[0.7722807858169621, 0.7678485864877815]",0.7700646861523719,0.0022160996645902986,0.04,10.0,600.0,1.2
